company_id,company_slug,company_name,website,yc_is_hiring,yc_job_count,url,normalized_url,url_type,source,confidence,http_status,evidence,checked_at
31193,9-mothers-corporation,9 Mothers,https://9mothers.com,True,14,https://www.ycombinator.com/companies/9-mothers-corporation/jobs/A7Aipj5-lead-electrical-engineer,https://www.ycombinator.com/companies/9-mothers-corporation/jobs/A7Aipj5-lead-electrical-engineer,yc_job,yc_job_posting,1.0,,Lead Electrical Engineer | Austin | US citizen/visa only,2026-05-06T18:00:01.427781+00:00
31193,9-mothers-corporation,9 Mothers,https://9mothers.com,True,14,https://www.ycombinator.com/companies/9-mothers-corporation/jobs/BQMcLKU-lead-mechatronics-engineer,https://www.ycombinator.com/companies/9-mothers-corporation/jobs/BQMcLKU-lead-mechatronics-engineer,yc_job,yc_job_posting,1.0,,Lead Mechatronics Engineer | Austin | US citizen/visa only,2026-05-06T18:00:01.427781+00:00
31193,9-mothers-corporation,9 Mothers,https://9mothers.com,True,14,https://www.ycombinator.com/companies/9-mothers-corporation/jobs/DC0ey8g-lead-ai-engineer,https://www.ycombinator.com/companies/9-mothers-corporation/jobs/DC0ey8g-lead-ai-engineer,yc_job,yc_job_posting,1.0,,Lead AI Engineer | Austin | US citizen/visa only,2026-05-06T18:00:01.427781+00:00
31193,9-mothers-corporation,9 Mothers,https://9mothers.com,True,14,https://www.ycombinator.com/companies/9-mothers-corporation/jobs/FjKXau1-senior-applied-audio-ml-engineer,https://www.ycombinator.com/companies/9-mothers-corporation/jobs/FjKXau1-senior-applied-audio-ml-engineer,yc_job,yc_job_posting,1.0,,Senior Applied Audio ML Engineer | Austin | US citizen/visa only,2026-05-06T18:00:01.427781+00:00
31193,9-mothers-corporation,9 Mothers,https://9mothers.com,True,14,https://www.ycombinator.com/companies/9-mothers-corporation/jobs/GJp9sWV-lead-digital-signal-processing-engineer-audio,https://www.ycombinator.com/companies/9-mothers-corporation/jobs/GJp9sWV-lead-digital-signal-processing-engineer-audio,yc_job,yc_job_posting,1.0,,Lead Digital Signal Processing Engineer (Audio) | Austin | US citizen/visa only,2026-05-06T18:00:01.427781+00:00
31193,9-mothers-corporation,9 Mothers,https://9mothers.com,True,14,https://www.ycombinator.com/companies/9-mothers-corporation/jobs/H8698y1-senior-robotics-engineer,https://www.ycombinator.com/companies/9-mothers-corporation/jobs/H8698y1-senior-robotics-engineer,yc_job,yc_job_posting,1.0,,Senior Robotics Engineer | Austin | US citizen/visa only,2026-05-06T18:00:01.427781+00:00
31193,9-mothers-corporation,9 Mothers,https://9mothers.com,True,14,https://www.ycombinator.com/companies/9-mothers-corporation/jobs/IbKw8oR-senior-mechatronics-engineer,https://www.ycombinator.com/companies/9-mothers-corporation/jobs/IbKw8oR-senior-mechatronics-engineer,yc_job,yc_job_posting,1.0,,Senior Mechatronics Engineer | Austin | US citizen/visa only,2026-05-06T18:00:01.427781+00:00
31193,9-mothers-corporation,9 Mothers,https://9mothers.com,True,14,https://www.ycombinator.com/companies/9-mothers-corporation/jobs/M4zA5vs-senior-electrical-engineer,https://www.ycombinator.com/companies/9-mothers-corporation/jobs/M4zA5vs-senior-electrical-engineer,yc_job,yc_job_posting,1.0,,Senior Electrical Engineer | Austin | US citizen/visa only,2026-05-06T18:00:01.427781+00:00
31193,9-mothers-corporation,9 Mothers,https://9mothers.com,True,14,https://www.ycombinator.com/companies/9-mothers-corporation/jobs/QRKTlFi-senior-digital-signal-processing-engineer-audio,https://www.ycombinator.com/companies/9-mothers-corporation/jobs/QRKTlFi-senior-digital-signal-processing-engineer-audio,yc_job,yc_job_posting,1.0,,Senior Digital Signal Processing Engineer (Audio) | Austin | US citizen/visa only,2026-05-06T18:00:01.427781+00:00
31193,9-mothers-corporation,9 Mothers,https://9mothers.com,True,14,https://www.ycombinator.com/companies/9-mothers-corporation/jobs/RV7DqvO-lead-robotics-engineer,https://www.ycombinator.com/companies/9-mothers-corporation/jobs/RV7DqvO-lead-robotics-engineer,yc_job,yc_job_posting,1.0,,Lead Robotics Engineer | Austin | US citizen/visa only,2026-05-06T18:00:01.427781+00:00
31193,9-mothers-corporation,9 Mothers,https://9mothers.com,True,14,https://www.ycombinator.com/companies/9-mothers-corporation/jobs/dP71lRK-senior-ai-engineer,https://www.ycombinator.com/companies/9-mothers-corporation/jobs/dP71lRK-senior-ai-engineer,yc_job,yc_job_posting,1.0,,Senior AI Engineer | Austin | US citizen/visa only,2026-05-06T18:00:01.427781+00:00
31193,9-mothers-corporation,9 Mothers,https://9mothers.com,True,14,https://www.ycombinator.com/companies/9-mothers-corporation/jobs/rvwYJka-senior-systems-engineer-audio,https://www.ycombinator.com/companies/9-mothers-corporation/jobs/rvwYJka-senior-systems-engineer-audio,yc_job,yc_job_posting,1.0,,Senior Systems Engineer (Audio) | Austin | US citizen/visa only,2026-05-06T18:00:01.427781+00:00
31193,9-mothers-corporation,9 Mothers,https://9mothers.com,True,14,https://www.ycombinator.com/companies/9-mothers-corporation/jobs/ujxl7F6-lead-applied-acoustic-ml-engineer,https://www.ycombinator.com/companies/9-mothers-corporation/jobs/ujxl7F6-lead-applied-acoustic-ml-engineer,yc_job,yc_job_posting,1.0,,Lead Applied Acoustic ML Engineer | Austin | US citizen/visa only,2026-05-06T18:00:01.427781+00:00
31193,9-mothers-corporation,9 Mothers,https://9mothers.com,True,14,https://www.ycombinator.com/companies/9-mothers-corporation/jobs/w1b83yC-lead-systems-engineer-audio,https://www.ycombinator.com/companies/9-mothers-corporation/jobs/w1b83yC-lead-systems-engineer-audio,yc_job,yc_job_posting,1.0,,Lead Systems Engineer (Audio) | Austin | US citizen/visa only,2026-05-06T18:00:01.427781+00:00
31193,9-mothers-corporation,9 Mothers,https://9mothers.com,True,14,https://jobs.ashbyhq.com/9-mothers,https://jobs.ashbyhq.com/9-mothers,ats,homepage_link,0.92,200,view job openings,2026-05-06T18:00:01.427781+00:00
13523,99minutos,99minutos,https://99minutos.com,True,1,https://www.ycombinator.com/companies/99minutos/jobs/jhG9Z0c-strategic-finance-lead,https://www.ycombinator.com/companies/99minutos/jobs/jhG9Z0c-strategic-finance-lead,yc_job,yc_job_posting,1.0,,"Strategic Finance Lead | Mexico City, CDMX, MX | US citizenship/visa not required",2026-05-06T18:00:01.428028+00:00
305,a-thinking-ape,A Thinking Ape,http://athinkingape.com,False,0,http://athinkingape.com/careers,http://athinkingape.com/careers,careers_page,homepage_link,0.84,200,Careers,2026-05-06T18:00:01.428128+00:00
30223,a0-dev,a0.dev,https://a0.dev,True,2,https://www.ycombinator.com/companies/a0-dev/jobs/SbEHSvR-founding-brand-and-content-lead-contract-to-hire,https://www.ycombinator.com/companies/a0-dev/jobs/SbEHSvR-founding-brand-and-content-lead-contract-to-hire,yc_job,yc_job_posting,1.0,,"Founding Brand and Content Lead (Contract-to-Hire) | San Francisco, CA, US | US citizen/visa only",2026-05-06T18:00:01.428175+00:00
30223,a0-dev,a0.dev,https://a0.dev,True,2,https://www.ycombinator.com/companies/a0-dev/jobs/V7cGC6Z-founding-growth-lead-contract-to-hire,https://www.ycombinator.com/companies/a0-dev/jobs/V7cGC6Z-founding-growth-lead-contract-to-hire,yc_job,yc_job_posting,1.0,,"Founding Growth Lead (Contract-to-Hire) | San Francisco, CA, US | US citizen/visa only",2026-05-06T18:00:01.428175+00:00
30223,a0-dev,a0.dev,https://a0.dev,True,2,https://a0.dev/careers,https://a0.dev/careers,careers_page,homepage_link,0.84,200,Careers,2026-05-06T18:00:01.428175+00:00
30221,a1zap-by-a1base,A1Zap by A1Base,https://www.a1zap.com/,True,2,https://www.ycombinator.com/companies/a1zap-by-a1base/jobs/PgULyR6-growth-implementation-lead-campus-programs,https://www.ycombinator.com/companies/a1zap-by-a1base/jobs/PgULyR6-growth-implementation-lead-campus-programs,yc_job,yc_job_posting,1.0,,"Growth Implementation Lead, Campus Programs | US / Remote (US) | US citizen/visa only",2026-05-06T18:00:01.428239+00:00
30221,a1zap-by-a1base,A1Zap by A1Base,https://www.a1zap.com/,True,2,https://www.ycombinator.com/companies/a1zap-by-a1base/jobs/gfSmXUq-growth-design-intern,https://www.ycombinator.com/companies/a1zap-by-a1base/jobs/gfSmXUq-growth-design-intern,yc_job,yc_job_posting,1.0,,"Growth & Design Intern | San Francisco, CA, US / Remote (US) | US citizen/visa only",2026-05-06T18:00:01.428239+00:00
22579,abacum,Abacum,https://www.abacum.ai/,True,2,https://www.ycombinator.com/companies/abacum/jobs/UU16prf-product-marketing-manager-finance-products,https://www.ycombinator.com/companies/abacum/jobs/UU16prf-product-marketing-manager-finance-products,yc_job,yc_job_posting,1.0,,Product Marketing Manager - Finance Products | New York City | US citizen/visa only,2026-05-06T18:00:01.428344+00:00
22579,abacum,Abacum,https://www.abacum.ai/,True,2,https://www.ycombinator.com/companies/abacum/jobs/cuPdWag-senior-account-executive,https://www.ycombinator.com/companies/abacum/jobs/cuPdWag-senior-account-executive,yc_job,yc_job_posting,1.0,,Senior Account Executive | New York City | US citizen/visa only,2026-05-06T18:00:01.428344+00:00
22579,abacum,Abacum,https://www.abacum.ai/,True,2,https://www.abacum.ai/company/careers,https://www.abacum.ai/company/careers,careers_page,sitemap,0.78,200,career-like URL in sitemap,2026-05-06T18:00:01.428344+00:00
572,abacus,Abacus,http://abacus.com,False,0,https://www.emburse.com/company/careers,https://www.emburse.com/company/careers,careers_page,common_path_probe,0.65,200,/careers,2026-05-06T18:00:01.428407+00:00
13081,abalone-bio,Abalone Bio,https://www.abalonebio.com,False,0,https://www.abalonebio.com/careers,https://www.abalonebio.com/careers,careers_page,homepage_link,0.84,200,Careers,2026-05-06T18:00:01.428416+00:00
13081,abalone-bio,Abalone Bio,https://www.abalonebio.com,False,0,https://www.abalonebio.com/careers/ab2025-101,https://www.abalonebio.com/careers/ab2025-101,careers_page,sitemap,0.78,200,career-like URL in sitemap,2026-05-06T18:00:01.428416+00:00
24726,abatable,Abatable,https://www.abatable.com,False,0,https://abatable.com/careers,https://abatable.com/careers,careers_page,homepage_link,0.84,200,Careers,2026-05-06T18:00:01.428422+00:00
29558,abel-police,Abel Police,http://abelpolice.com,False,0,https://abelpolice.com/careers,https://abelpolice.com/careers,careers_page,sitemap,0.78,200,career-like URL in sitemap,2026-05-06T18:00:01.428433+00:00
29558,abel-police,Abel Police,http://abelpolice.com,False,0,https://abelpolice.com/careers/senior-engineer,https://abelpolice.com/careers/senior-engineer,careers_page,sitemap,0.78,200,career-like URL in sitemap,2026-05-06T18:00:01.428433+00:00
24685,abhi,Abhi,https://abhi.com.pk/,False,0,https://abhi.com.pk/job-openings,https://abhi.com.pk/job-openings,careers_page,homepage_link,0.84,200,Career,2026-05-06T18:00:01.428437+00:00
30958,absurd,Absurd,https://absurd.com/,False,0,https://absurd.com/careers,https://absurd.com/careers,careers_page,sitemap,0.78,200,career-like URL in sitemap,2026-05-06T18:00:01.428451+00:00
28786,accend,Accend,https://www.withaccend.com/,True,2,https://www.ycombinator.com/companies/accend/jobs/XxGbYZN-full-stack-engineer,https://www.ycombinator.com/companies/accend/jobs/XxGbYZN-full-stack-engineer,yc_job,yc_job_posting,1.0,,"Full Stack Engineer | San Francisco, CA, US / Remote (San Francisco, CA, US) | Will sponsor",2026-05-06T18:00:01.428458+00:00
28786,accend,Accend,https://www.withaccend.com/,True,2,https://www.ycombinator.com/companies/accend/jobs/d6ggx1f-founding-gtm-account-executive,https://www.ycombinator.com/companies/accend/jobs/d6ggx1f-founding-gtm-account-executive,yc_job,yc_job_posting,1.0,,"Founding GTM (Account Executive) | New York, NY, US | US citizen/visa only",2026-05-06T18:00:01.428458+00:00
27258,accessowl,AccessOwl,https://www.accessowl.io/,True,3,https://www.ycombinator.com/companies/accessowl/jobs/1shGwy2-senior-software-engineer-elixir-focus,https://www.ycombinator.com/companies/accessowl/jobs/1shGwy2-senior-software-engineer-elixir-focus,yc_job,yc_job_posting,1.0,,"Senior Software Engineer (Elixir Focus) | Berlin, BE, DE / ES / PT / PL / AT / CZ / HU / SK / RO / SI / HR / RS / BA / IT / CH / NL / BE / FR / GB / GR / BG / UA / TR / AF / AL / DZ / AD / AO / AM / AZ / BH / BY / BJ / BW / TD / CY / DK / FI / GE / GL / IS / IL / JO / KZ / KE / LB / LY / LT / MC / NG / NO / QA / SC / SE / AE / YE / ZM / ZW / DE / PK / EG / RW / MK / EE / Remote (Berlin, BE, DE; ES; PT; PL; AT; CZ; HU; SK; RO; SI; HR; RS; BA; IT; CH; NL; BE; FR; GB; GR; BG; UA; TR; AF; AL; DZ; AD",2026-05-06T18:00:01.428483+00:00
27258,accessowl,AccessOwl,https://www.accessowl.io/,True,3,https://www.ycombinator.com/companies/accessowl/jobs/HyX1RIk-founding-growth-marketer,https://www.ycombinator.com/companies/accessowl/jobs/HyX1RIk-founding-growth-marketer,yc_job,yc_job_posting,1.0,,Founding Growth Marketer | CA / US / MX / AR / BR / CL / CO / PE / EC / CR / Remote (CA; US; MX; AR; BR; CL; CO; PE; EC; CR) | US citizenship/visa not required,2026-05-06T18:00:01.428483+00:00
27258,accessowl,AccessOwl,https://www.accessowl.io/,True,3,https://www.ycombinator.com/companies/accessowl/jobs/hfWAhVp-ai-enabled-senior-software-engineer-typescript-focus,https://www.ycombinator.com/companies/accessowl/jobs/hfWAhVp-ai-enabled-senior-software-engineer-typescript-focus,yc_job,yc_job_posting,1.0,,"AI-enabled Senior Software Engineer (Typescript Focus) | Berlin, BE, DE / ES / PT / PL / AT / CZ / HU / SK / RO / SI / HR / RS / BA / IT / CH / NL / BE / FR / GB / GR / BG / DE / UA / TR / AF / AL / DZ / AD / AO / AM / AZ / BH / BY / BJ / BW / TD / CY / DK / FI / GE / GL / IS / IL / JO / KZ / KE / LB / LY / LT / MC / NG / NO / QA / SC / SE / AE / YE / ZM / ZW / PK / EG / RW / MK / EE / Remote (Berlin, BE, DE; ES; PT; PL; AT; CZ; HU; SK; RO; SI; HR; RS; BA; IT; CH; NL; BE; FR; GB; GR; BG; DE; UA;",2026-05-06T18:00:01.428483+00:00
12242,acciojob,AccioJob,http://www.acciojob.com,False,0,https://acciojob.com/jobs,https://acciojob.com/jobs,careers_page,sitemap,0.78,200,career-like URL in sitemap,2026-05-06T18:00:01.428510+00:00
13058,accord,Accord,https://inaccord.com,True,2,https://www.ycombinator.com/companies/accord/jobs/GPWrX6I-senior-software-engineer,https://www.ycombinator.com/companies/accord/jobs/GPWrX6I-senior-software-engineer,yc_job,yc_job_posting,1.0,,"Senior Software Engineer | San Francisco, CA, US | US citizen/visa only",2026-05-06T18:00:01.428513+00:00
13058,accord,Accord,https://inaccord.com,True,2,https://www.ycombinator.com/companies/accord/jobs/h6hnpxj-senior-product-designer-sf-based-hybrid,https://www.ycombinator.com/companies/accord/jobs/h6hnpxj-senior-product-designer-sf-based-hybrid,yc_job,yc_job_posting,1.0,,"Senior Product Designer (SF based, hybrid) | San Francisco, CA, US | US citizen/visa only",2026-05-06T18:00:01.428513+00:00
1809,acely,Acely,https://acely.com,True,1,https://www.ycombinator.com/companies/acely/jobs/hymebfd-sr-data-engineer,https://www.ycombinator.com/companies/acely/jobs/hymebfd-sr-data-engineer,yc_job,yc_job_posting,1.0,,"Sr. Data Engineer | San Francisco, CA, US / Remote (US) | US citizen/visa only",2026-05-06T18:00:01.428532+00:00
1575,aclu,ACLU,https://www.aclu.org/,False,0,https://www.aclu.org/careers,https://www.aclu.org/careers,careers_page,homepage_link,0.84,200,Careers Full-time positions and internships,2026-05-06T18:00:01.428543+00:00
30606,acrely,Acrely,https://www.acrely.ai,True,3,https://www.ycombinator.com/companies/acrely/jobs/3hQTILl-forward-deployed-engineer,https://www.ycombinator.com/companies/acrely/jobs/3hQTILl-forward-deployed-engineer,yc_job,yc_job_posting,1.0,,"Forward Deployed Engineer | San Francisco, CA, US / Pittsburgh, PA, US / Remote (US) | US citizen/visa only",2026-05-06T18:00:01.428550+00:00
30606,acrely,Acrely,https://www.acrely.ai,True,3,https://www.ycombinator.com/companies/acrely/jobs/hUsc1A4-senior-web-platform-engineer,https://www.ycombinator.com/companies/acrely/jobs/hUsc1A4-senior-web-platform-engineer,yc_job,yc_job_posting,1.0,,"Senior Web Platform Engineer  | Pittsburgh, PA, US / San Francisco, CA, US / Istanbul, İstanbul, TR / London, England, GB / Remote (US) | US citizen/visa only",2026-05-06T18:00:01.428550+00:00
30606,acrely,Acrely,https://www.acrely.ai,True,3,https://www.ycombinator.com/companies/acrely/jobs/lDa6z6d-head-of-engineering,https://www.ycombinator.com/companies/acrely/jobs/lDa6z6d-head-of-engineering,yc_job,yc_job_posting,1.0,,"Head of Engineering | Pittsburgh, PA, US / San Francisco, CA, US / Istanbul, İstanbul, TR / London, England, GB / Remote (US) | US citizen/visa only",2026-05-06T18:00:01.428550+00:00
1910,activeloop,Activeloop,https://activeloop.ai/,True,2,https://www.ycombinator.com/companies/activeloop/jobs/Df9lfIh-staff-backend-engineer,https://www.ycombinator.com/companies/activeloop/jobs/Df9lfIh-staff-backend-engineer,yc_job,yc_job_posting,1.0,,"Staff Backend Engineer | Mountain View, CA | Will sponsor",2026-05-06T18:00:01.428582+00:00
1910,activeloop,Activeloop,https://activeloop.ai/,True,2,https://www.ycombinator.com/companies/activeloop/jobs/EkoSMcC-vp-of-engineering,https://www.ycombinator.com/companies/activeloop/jobs/EkoSMcC-vp-of-engineering,yc_job,yc_job_posting,1.0,,VP of Engineering | California | US citizen/visa only,2026-05-06T18:00:01.428582+00:00
26792,activepieces,Activepieces,https://www.activepieces.com,True,1,https://www.ycombinator.com/companies/activepieces/jobs/TMVg5qZ-senior-software-engineer-react-product,https://www.ycombinator.com/companies/activepieces/jobs/TMVg5qZ-senior-software-engineer-react-product,yc_job,yc_job_posting,1.0,,"Senior Software Engineer (React & Product) | PL / PT / London, England, GB / EG / JO / DZ / RO / TR / IN / PK / Dubai, Dubai, AE / PS / Remote (PL; PT; London, England, GB; EG; JO; DZ; RO; TR; IN; PK; Dubai, Dubai, AE; PS) | US citizenship/visa not required",2026-05-06T18:00:01.428600+00:00
143,acunote,Acunote,http://acunote.com,False,0,http://acunote.com/jobs,http://acunote.com/jobs,careers_page,homepage_link,0.84,200,Jobs,2026-05-06T18:00:01.428611+00:00
30234,adam,Adam,https://adam.new/,True,3,https://www.ycombinator.com/companies/adam/jobs/VOGhQkx-residency-summer-2026,https://www.ycombinator.com/companies/adam/jobs/VOGhQkx-residency-summer-2026,yc_job,yc_job_posting,1.0,,"Residency (Summer 2026) | San Francisco, CA, US | US citizen/visa only",2026-05-06T18:00:01.428619+00:00
30234,adam,Adam,https://adam.new/,True,3,https://www.ycombinator.com/companies/adam/jobs/olALosA-founding-research-engineer,https://www.ycombinator.com/companies/adam/jobs/olALosA-founding-research-engineer,yc_job,yc_job_posting,1.0,,"Founding Research Engineer | San Francisco, CA, US | US citizen/visa only",2026-05-06T18:00:01.428619+00:00
30234,adam,Adam,https://adam.new/,True,3,https://www.ycombinator.com/companies/adam/jobs/q6td4uk-founding-engineer,https://www.ycombinator.com/companies/adam/jobs/q6td4uk-founding-engineer,yc_job,yc_job_posting,1.0,,"Founding Engineer | San Francisco, CA, US | US citizen/visa only",2026-05-06T18:00:01.428619+00:00
30234,adam,Adam,https://adam.new/,True,3,https://adam.new/careers,https://adam.new/careers,careers_page,homepage_link,0.84,200,Careers,2026-05-06T18:00:01.428619+00:00
30234,adam,Adam,https://adam.new/,True,3,https://www.adam.new/careers,https://www.adam.new/careers,careers_page,sitemap,0.78,200,career-like URL in sitemap,2026-05-06T18:00:01.428619+00:00
30596,adaptional,Adaptional,https://www.adaptional.com/,True,1,https://www.ycombinator.com/companies/adaptional/jobs/k7W6ge9-founding-engineer,https://www.ycombinator.com/companies/adaptional/jobs/k7W6ge9-founding-engineer,yc_job,yc_job_posting,1.0,,"Founding Engineer | San Francisco, CA, US | US citizen/visa only",2026-05-06T18:00:01.428647+00:00
24505,adaptyv,Adaptyv,https://www.adaptyvbio.com/,True,0,https://www.adaptyvbio.com/careers,https://www.adaptyvbio.com/careers,careers_page,homepage_link,0.84,200,Careers,2026-05-06T18:00:01.428658+00:00
13141,aden,Aden,https://adenhq.com/,True,7,https://www.ycombinator.com/companies/aden/jobs/JknjXNi-ai-engineering-lead,https://www.ycombinator.com/companies/aden/jobs/JknjXNi-ai-engineering-lead,yc_job,yc_job_posting,1.0,,"AI Engineering Lead | San Francisco, CA, US / Remote (San Francisco, CA, US) | Will sponsor",2026-05-06T18:00:01.428661+00:00
13141,aden,Aden,https://adenhq.com/,True,7,https://www.ycombinator.com/companies/aden/jobs/LCfjFEq-sales-lead,https://www.ycombinator.com/companies/aden/jobs/LCfjFEq-sales-lead,yc_job,yc_job_posting,1.0,,"Sales Lead | San Francisco, CA, US / Remote | Will sponsor",2026-05-06T18:00:01.428661+00:00
13141,aden,Aden,https://adenhq.com/,True,7,https://www.ycombinator.com/companies/aden/jobs/ioSy9pp-customer-success-lead,https://www.ycombinator.com/companies/aden/jobs/ioSy9pp-customer-success-lead,yc_job,yc_job_posting,1.0,,"Customer Success Lead | San Francisco, CA, US | Will sponsor",2026-05-06T18:00:01.428661+00:00
13141,aden,Aden,https://adenhq.com/,True,7,https://www.ycombinator.com/companies/aden/jobs/lRImIXc-product-designer,https://www.ycombinator.com/companies/aden/jobs/lRImIXc-product-designer,yc_job,yc_job_posting,1.0,,"Product Designer | San Francisco, CA, US / Remote | Will sponsor",2026-05-06T18:00:01.428661+00:00
